Frequency,Attenuation_dB
3.922527000000000000e+06,-8.614925993723892361e+01
3.930027000000000000e+06,-8.612122118840949270e+01
3.937527000000000000e+06,-8.601114586804675355e+01
3.945027000000000000e+06,-8.592341477898526136e+01
3.952527000000000000e+06,-8.604625537202926466e+01
3.960027000000000000e+06,-8.601934702272444611e+01
3.967527000000000000e+06,-8.613617158526031403e+01
3.975027000000000000e+06,-8.608766438435910118e+01
3.982527000000000000e+06,-8.607021655314198938e+01
3.990027000000000000e+06,-8.620572637825355855e+01
3.997527000000000000e+06,-8.623790844550634915e+01
4.005027000000000000e+06,-8.608949618714984808e+01
4.012527000000000000e+06,-8.608808413590588771e+01
4.020027000000000000e+06,-8.610881355246127100e+01
4.027527000000000000e+06,-8.614112738206129904e+01
4.035027000000000000e+06,-8.618023334258182899e+01
4.042527000000000000e+06,-8.609856151881174924e+01
4.050027000000000000e+06,-8.614014024061333430e+01
4.057527000000000000e+06,-8.611405032052078923e+01
4.065027000000000000e+06,-8.586621059790959976e+01
4.072527000000000000e+06,-8.611571126673867127e+01
4.080027000000000000e+06,-8.608757133512499138e+01
4.087527000000000000e+06,-8.610477780078134913e+01
4.095027000000000000e+06,-8.602152045371775557e+01
4.102527000000000000e+06,-8.607754422033173114e+01
4.110027000000000000e+06,-8.607057019034711232e+01
4.117527000000000000e+06,-8.603723472712906073e+01
4.125027000000000000e+06,-8.596718961486145361e+01
4.132527000000000000e+06,-8.597582541628756303e+01
4.140027000000000000e+06,-8.604682430804788851e+01
4.147527000000000000e+06,-8.605799669289545761e+01
4.155027000000000000e+06,-8.607244368088720421e+01
